epoch_time,status,satellite_count,raw_satellite_count,spp_x,spp_y,spp_z,error_3d_before,PDOP,GDOP,clock_bias,iteration_count,failure_reason
2026-05-01 00:00:00,成功,24,24,-2350000.6241694163,5100000.243309909,3150002.249166357,2.3468141112252643,0.6204478677602391,0.6556315080611397,71.89958589818207,2,
2026-05-01 00:00:30,成功,24,24,-2350001.843245394,5099997.990744743,3149998.6989706415,3.021148401519858,0.6204453005434755,0.6556284364578672,60.48117453350321,2,
2026-05-01 00:01:00,成功,24,24,-2349995.930049873,5100000.894729126,3149998.2044050405,4.537531873675338,0.6204427338309587,0.655625364867768,47.93072815271525,2,
2026-05-01 00:01:30,成功,24,24,-2350001.0332478373,5099999.622273271,3150000.3066854808,1.1420746732492775,0.6204401671328679,0.6556222924732122,64.79247029744681,2,
2026-05-01 00:02:00,成功,24,24,-2349998.5945309494,5099997.784495452,3149999.6079138373,2.6528353155845728,0.6204375841775,0.6556191987219817,92.83716395923472,2,
2026-05-01 00:02:30,成功,24,24,-2349999.728946122,5099999.253559884,3149999.7197784204,0.8421206479857625,0.6204350073716656,0.6556161118237245,56.771397430494666,2,
2026-05-01 00:03:00,成功,24,24,-2350000.5107642226,5100000.166787926,3149999.951536193,0.5394877607156521,0.6204324249497419,0.6556130168976302,67.92303361350675,2,
2026-05-01 00:03:30,成功,24,24,-2349998.7096406617,5099999.083797381,3149999.6243637614,1.6265168441261273,0.6204298315477089,0.6556099071278433,81.33462997761104,2,
2026-05-01 00:04:00,成功,24,24,-2349999.1206986727,5100000.179686234,3149999.754380214,0.930476784356891,0.6204272413692535,0.6556068003655814,49.42483517377283,2,
2026-05-01 00:04:30,成功,24,24,-2349998.9203014877,5100000.055176778,3150000.2315700715,1.105630160753118,0.6204246452230097,0.6556036849812557,77.91201189839306,2,
2026-05-01 00:05:00,成功,24,24,-2349999.915336791,5100002.645843158,3150001.2909717024,2.9452099771947027,0.6204220531101213,0.6556005735308306,84.2815337561668,2,
2026-05-01 00:05:30,成功,24,24,-2350000.0836492316,5099998.90092847,3149999.6269937446,1.1636533366388888,0.6204194424718387,0.6555974374459991,67.04971394296331,2,
2026-05-01 00:06:00,成功,24,24,-2350000.2708478724,5099999.8381614415,3150004.065467562,4.077692581246356,0.6204168446881383,0.6555943164396548,100.58102439102623,2,
2026-05-01 00:06:30,成功,24,24,-2349999.5647625723,5100002.277196707,3150001.198866307,2.6100453795611465,0.6204142395958357,0.6555911847558636,78.52778211325561,2,
2026-05-01 00:07:00,成功,24,24,-2350000.252496643,5100000.285596529,3150000.727777274,0.821571477388521,0.6204116279991867,0.6555880435275688,70.06023543544066,2,
2026-05-01 00:07:30,成功,24,24,-2349998.951545465,5100000.556888647,3149999.821456132,1.2005247980570295,0.6204090170007756,0.6555849016382852,104.39352883178547,2,
2026-05-01 00:08:00,成功,24,24,-2350000.724179976,5100001.924594307,3150002.2187257092,3.0251022558729637,0.6204064134682361,0.6555817677257987,77.6417827347772,2,
2026-05-01 00:08:30,成功,24,24,-2349999.726367879,5099999.039814069,3149998.4894747473,1.8106678598530173,0.6204037920899059,0.655578609665551,91.3287753108874,2,
