epoch_time,status,satellite_count,raw_satellite_count,true_X,true_Y,true_Z,true_lat,true_lon,true_height,X,Y,Z,lat,lon,height,clock_bias,PDOP,GDOP,error_3d,iteration_count,rejected_outliers,failure_reason,elevation_mask_deg,sat_clock_correction_m,tropo_correction_m,iono_correction_m
2026-04-01 00:00:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113219.51002758,4332743.5427968595,4162446.2144486057,40.99999367573638,115.99999237585165,35.886746493168175,83.0424716868277,0.5437311418841058,0.573315944732329,1.3004121112695384,2,0,,0.0,-55126.1354073285,16.40749803933442,80.3590045865271
2026-04-01 00:05:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113221.606756775,4332741.74273441,4162446.5566421533,41.000000129062,116.00002415337936,35.58390026725829,61.095965561492335,0.5436440979701943,0.5732176644815352,2.114431676728797,2,0,,0.0,-55126.30975074972,16.459509097343517,80.61823889629689
2026-04-01 00:10:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113219.146982279,4332742.197940955,4162446.8619277566,41.000006156811835,115.99999550464324,35.279165994375944,74.2815245475891,0.5435326329975858,0.5730972209958805,0.8297508162738075,2,0,,0.0,-55126.48415529797,16.543252474161857,81.03874683702436
2026-04-01 00:15:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113218.7998245964,4332741.52771653,4162446.5373852737,41.000008408969194,115.9999952881325,34.49676003027707,90.5577151086505,0.5434002723291854,0.5729579707025679,1.1324731211011032,2,0,,0.0,-55126.658620405084,16.665981933891324,81.67088798480938
2026-04-01 00:20:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113219.154705588,4332741.662493089,4162446.68760167,41.00000779516504,115.99999837698769,34.80414346978068,80.93683873073803,0.5432517960923373,0.5728044802527607,0.8980105341345188,2,0,,0.0,-55126.83314540539,16.83892567128466,82.60881784332824
2026-04-01 00:25:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113218.6927378057,4332741.3189471075,4162444.973780037,40.99999916876268,115.99999523190782,33.29389948025346,71.23728844329642,0.5430930155812644,0.5726423093373828,1.7550600109411447,2,0,,0.0,-55127.0077295368,17.06493364293278,83.96335675386374
2026-04-01 00:30:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113219.4534850838,4332739.842178148,4162446.7425691066,41.000017060227165,116.00001105312768,33.70428325608373,44.695426659263894,0.5429305206721382,0.5724777720890774,2.476545749459751,2,0,,0.0,-55127.18237194234,17.215418709704725,84.9024979904739
2026-04-01 00:35:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113219.779003731,4332742.965087453,4162446.340542826,40.999996903528555,115.9999982592696,35.66658379416913,73.79903430109246,0.54367184864235,0.5731689669274327,0.7642216980492907,2,0,,0.0,-55127.39273760286,17.27171893509622,85.26963434477771
2026-04-01 00:40:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113218.9233460445,4332743.253984306,4162445.6387697244,40.999992816332636,115.99998761331855,35.11905802600086,89.68818941106976,0.5435392994677992,0.5730303257060101,1.3178488124191925,2,0,,0.0,-55127.56763983399,17.307823279197013,85.52207099007938
2026-04-01 00:45:00,成功,31,31,-2113219.591206,4332742.245951,4162446.162752,40.99999999999922,115.99999999999632,35.00000022351742,-2113220.1903050025,4332742.553802254,4162445.2632745877,40.9999907012176,116.0000047959833,34.81692196894437,87.47972306288334,0.543398722142408,0.5728852138852759,1.123722218651062,2,0,,0.0,-55127.74260103651,17.30851492317106,85.5251234995628
