epoch,sat_id,raw_pseudorange_m,satellite_clock_correction_m,ionosphere_delay_m,troposphere_delay_m,corrected_pseudorange_m
2026-04-01 00:00:00,C01,37406304.89981229,-277.2738540556579,7.0543873701976825,3.406979788955977,37406017.164591074
2026-04-01 00:00:00,C02,38069407.225186154,27.739040791803664,8.434928112037225,4.073724349248788,38069422.45557448
2026-04-01 00:00:00,C03,36974343.97167337,-259.36083806576704,6.3838382009096675,3.0831320404020914,36974075.143865064
2026-04-01 00:00:00,C04,38807246.54072836,87.57458716109774,10.803447581366024,5.217622116451474,38807318.09424582
2026-04-01 00:00:00,C06,41307105.49093458,84729.22093321555,57.36856622834928,27.706664718624786,41391749.636636846
2026-04-01 00:00:00,C07,36906705.5246377,-6584.734669870231,6.486290230186107,3.1326121688335093,36900111.17106543
2026-04-01 00:00:00,C08,36327248.722099535,-66489.69091903049,5.339491276235535,2.5787553059949766,36260751.11293392
2026-04-01 00:00:00,C09,42519361.1639754,-120797.46279331317,57.36856622834928,27.706664718624786,42398478.62595114
2026-04-01 00:00:00,C10,36474454.262537085,-243416.3505902063,5.649090506738231,2.7282790372058767,36231029.53457733
2026-04-01 00:00:00,C11,26673276.01921452,-178325.83269771351,47.96008322639954,23.1627532844728,26494879.063680295
2026-04-01 00:00:00,C12,28523046.740764868,197789.52396080585,57.36856622834928,27.706664718624786,28720751.189494725
2026-04-01 00:00:00,C13,26085317.265273422,-278491.56389882136,22.73272163301618,10.978972246243133,25806791.989680722
2026-04-01 00:00:00,C14,29076635.96177214,-113130.00738966855,57.36856622834928,27.706664718624786,28963420.879151523
2026-04-01 00:00:00,C19,29207015.578335837,-285416.94179365673,57.36856622834928,27.706664718624786,28921513.56131123
2026-04-01 00:00:00,C20,28871717.51363975,-278080.27163678507,57.36856622834928,27.706664718624786,28593552.16677202
2026-04-01 00:00:00,C21,29275285.696886998,-258280.5726686053,57.36856622834928,27.706664718624786,29016920.048987444
2026-04-01 00:00:00,C22,28963375.601068854,134614.33671279936,57.36856622834928,27.706664718624786,29097904.862550706
2026-04-01 00:00:00,C23,26355865.26008046,-140635.1536509317,33.24445523210705,16.055708472877154,26215180.806265824
2026-04-01 00:00:00,C24,34029986.21331152,-66093.58537719859,57.36856622834928,27.706664718624786,33963807.55270337
2026-04-01 00:00:00,C25,30419424.764083084,269151.73014222377,57.36856622834928,27.706664718624786,30688491.41899436
2026-04-01 00:00:00,C26,34125057.54661861,-186467.76205219553,57.36856622834928,27.706664718624786,33938504.70933547
2026-04-01 00:00:00,C27,21381543.780711606,185072.83000126682,5.048090799472145,2.43802082648238,21566609.12460125
2026-04-01 00:00:00,C28,23156455.76219942,151166.83179053327,7.602728310285548,3.6718059747462433,23307611.31945567
2026-04-01 00:00:00,C29,28456734.660857577,176068.31033799858,57.36856622834928,27.706664718624786,28632717.895964626
2026-04-01 00:00:00,C30,23839033.70185702,126929.39107262317,9.38143211916398,4.530846967163139,23965949.180650555
2026-04-01 00:00:00,C31,34014396.71227861,250996.22823179228,57.36856622834928,27.706664718624786,34265307.86527946
2026-04-01 00:00:00,C32,28493714.213568013,-278319.89862639864,57.36856622834928,27.706664718624786,28215309.239710666
2026-04-01 00:00:00,C33,28568558.284194674,-276194.77613626665,57.36856622834928,27.706664718624786,28292278.432827458
2026-04-01 00:00:00,C34,32443833.894812327,275983.2841587049,57.36856622834928,27.706664718624786,32719732.103740085
2026-04-01 00:00:00,C35,33023897.152278364,-101080.26929869031,57.36856622834928,27.706664718624786,32922731.807748724
2026-04-01 00:00:00,C36,26124479.269971233,87267.422471883,31.755635998806007,15.336669841869362,26211699.600137275
2026-04-01 00:00:00,C37,22536428.23926469,-293968.26760023856,5.8066859500525885,2.804391173104721,22242451.36058733
2026-04-01 00:00:00,C38,28217273.540983494,40698.773196972106,57.36856622834928,27.706664718624786,28257887.23894952
2026-04-01 00:00:00,C39,30937644.138183046,-235408.1036538081,57.36856622834928,27.706664718624786,30702150.95929829
2026-04-01 00:00:00,C40,22250349.878571376,-109661.66306929132,5.678800415765702,2.742627704818877,22140679.79407396
2026-04-01 00:00:00,C41,28369736.476906225,-281479.48302549054,57.36856622834928,27.706664718624786,28088171.918649785
2026-04-01 00:00:00,C42,28996161.455199882,-268463.85944189073,57.36856622834928,27.706664718624786,28727612.520527042
2026-04-01 00:05:00,C01,37405427.514486425,-277.26490978694017,7.053395958613334,3.4065009778199906,37405139.7896797
2026-04-01 00:05:00,C02,38069940.378193505,27.750184251723535,8.43682532969267,4.074640627568669,38069955.616911806
2026-04-01 00:05:00,C03,36974104.26956891,-259.35116337458976,6.38402293200467,3.0832212579448823,36973835.451161355
2026-04-01 00:05:00,C04,38805724.81356741,87.54886063042956,10.799714624711847,5.215819251481574,38805796.34689416
2026-04-01 00:05:00,C06,41223486.035449184,84729.3887537467,57.36856622834928,27.706664718624786,41308130.348971985
2026-04-01 00:05:00,C07,36975552.79292452,-6584.859601833896,6.593962109615988,3.184613270815272,36968958.15474731
2026-04-01 00:05:00,C08,36342746.90481022,-66489.9274473895,5.35864840109301,2.5880074116391403,36276249.03070702
2026-04-01 00:05:00,C09,42470980.267008,-120799.27533611415,57.36856622834928,27.706664718624786,42350095.916440934
2026-04-01 00:05:00,C10,36520024.62233667,-243415.90639141362,5.712802569817066,2.759049350747108,36276600.24409334
2026-04-01 00:05:00,C11,26509637.85455893,-178327.77609359066,38.2538701070128,18.47505041395078,26331253.34954482
2026-04-01 00:05:00,C12,28593382.66489808,197789.10143885185,57.36856622834928,27.706664718624786,28791086.69110598
2026-04-01 00:05:00,C13,26254088.41904354,-278491.38519746,26.016528771883895,12.564916420533374,25975558.45240089
2026-04-01 00:05:00,C14,29076440.142847158,-113129.28877240262,57.36856622834928,27.706664718624786,28963225.778843805
2026-04-01 00:05:00,C19,29303955.162724968,-285416.6550861148,57.36856622834928,27.706664718624786,29018453.432407904
2026-04-01 00:05:00,C20,28922308.398274433,-278079.80919953965,57.36856622834928,27.706664718624786,28644143.513843946
2026-04-01 00:05:00,C21,29310212.765577767,-258280.34994004006,57.36856622834928,27.706664718624786,29051847.34040678
2026-04-01 00:05:00,C22,29056445.69005503,134614.47410513205,57.36856622834928,27.706664718624786,29190975.088929214
2026-04-01 00:05:00,C23,26531202.186098427,-140634.91670970508,41.02601857930548,19.81388443616321,26390506.429485705
2026-04-01 00:05:00,C24,34077333.09696419,-66096.59292178486,57.36856622834928,27.706664718624786,34011151.42881145
2026-04-01 00:05:00,C25,30569753.54469439,269150.88564063335,57.36856622834928,27.706664718624786,30838819.355104074
2026-04-01 00:05:00,C26,34069852.00890335,-186468.2788472532,57.36856622834928,27.706664718624786,33883298.65482514
2026-04-01 00:05:00,C27,21403315.11627585,185073.2469433009,5.0707266535502695,2.4489530156722923,21588380.843539488
2026-04-01 00:05:00,C28,23291978.12952266,151167.2018752781,7.90254455269402,3.8166049239224304,23443133.612248458
2026-04-01 00:05:00,C29,28295175.796022817,176068.77731262645,57.36856622834928,27.706664718624786,28471159.498104494
2026-04-01 00:05:00,C30,23709261.561024424,126930.08058987571,8.988220940038552,4.3409420938170165,23836178.312451266
2026-04-01 00:05:00,C31,34003454.625215024,250995.43764263677,57.36856622834928,27.706664718624786,34254364.98762671
2026-04-01 00:05:00,C32,28456619.314540356,-278319.61724185356,57.36856622834928,27.706664718624786,28178214.622067556
2026-04-01 00:05:00,C33,28469285.436927296,-276194.64063892624,57.36856622834928,27.706664718624786,28193005.721057422
2026-04-01 00:05:00,C34,32536148.06601158,275984.01229645056,57.36856622834928,27.706664718624786,32812047.003077082
2026-04-01 00:05:00,C35,32922218.417848136,-101081.62292595045,57.36856622834928,27.706664718624786,32821051.719691236
2026-04-01 00:05:00,C36,25950521.563330475,87267.17120175596,26.886007173237374,12.984838829793137,26037748.863686226
2026-04-01 00:05:00,C37,22628839.17991709,-293967.4421216309,5.931770072941558,2.864801674575391,22334862.94122371
2026-04-01 00:05:00,C38,28380789.807015408,40698.83970945153,57.36856622834928,27.706664718624786,28421403.571493912
2026-04-01 00:05:00,C39,30785617.878784798,-235410.0296897117,57.36856622834928,27.706664718624786,30550122.77386414
2026-04-01 00:05:00,C40,22169110.507975798,-109662.0242532292,5.576744902994174,2.693339077597604,22059440.21363859
2026-04-01 00:05:00,C41,28272353.388354644,-281479.5697080876,57.36856622834928,27.706664718624786,27990788.74341561
2026-04-01 00:05:00,C42,28957592.512603518,-268463.7696522226,57.36856622834928,27.706664718624786,28689043.667720348
2026-04-01 00:10:00,C01,37404543.793574534,-277.25609579014815,7.052427616910408,3.4060333084906014,37404256.07901782
2026-04-01 00:10:00,C02,38070369.34857943,27.761210824131076,8.438505563883467,4.075452111773936,38070384.59583258
2026-04-01 00:10:00,C03,36973772.6849219,-259.3416519821375,6.384096139603003,3.0832566142125257,36973503.87591716
2026-04-01 00:10:00,C04,38804110.39373031,87.52288874633714,10.795637536136908,5.213850184907305,38804181.907131344
2026-04-01 00:10:00,C06,41137450.585016325,84729.557478587,57.36856622834928,27.706664718624786,41222095.06726396
2026-04-01 00:10:00,C07,37046757.50724687,-6584.985296474573,6.708691519048739,3.240022870348688,37040162.573236
2026-04-01 00:10:00,C08,36358222.88429592,-66490.16533957398,5.37798870695602,2.597347986196454,36291724.74361965
2026-04-01 00:10:00,C09,42419345.96477974,-120801.08605103189,57.36856622834928,27.706664718624786,42298459.80349776
2026-04-01 00:10:00,C10,36568380.72958296,-243415.4660537687,5.781127358488211,2.7920474215747313,36324956.690354414
2026-04-01 00:10:00,C11,26348623.36681055,-178329.71960260754,31.866626784062802,15.390273839252293,26170246.39030732
2026-04-01 00:10:00,C12,28658477.820170186,197788.67856877495,57.36856622834928,27.706664718624786,28856181.423508015
2026-04-01 00:10:00,C13,26422473.666139066,-278491.2061340931,30.363697666073644,14.664420712607363,26143937.431886595
2026-04-01 00:10:00,C14,29083531.895157915,-113128.5697282952,57.36856622834928,27.706664718624786,28970318.25019867
2026-04-01 00:10:00,C19,29398172.427602988,-285416.3692552064,57.36856622834928,27.706664718624786,29112670.98311683
2026-04-01 00:10:00,C20,28966249.607175477,-278079.34771964705,57.36856622834928,27.706664718624786,28688085.18422488
2026-04-01 00:10:00,C21,29352156.375403367,-258280.12631133109,57.36856622834928,27.706664718624786,29093791.173861086
2026-04-01 00:10:00,C22,29152582.08428775,134614.612251847,57.36856622834928,27.706664718624786,29287111.62130865
2026-04-01 00:10:00,C23,26708528.6937167,-140634.68007798033,53.63406967235926,25.9030560393034,26567814.476513006
2026-04-01 00:10:00,C24,34120014.917115554,-66099.60114871853,57.36856622834928,27.706664718624786,34053830.24073589
