epoch,sat_id,x_m,y_m,z_m,satellite_clock_bias_s,satellite_clock_correction_m,relativistic_correction_s,position_norm_m,health,status
2026-04-01 00:00:00,C01,-32315070.547821585,27094189.4896617,284024.68239029916,-9.248860225018e-07,-277.2738540556579,8.992073087875664e-10,42171549.16092824,0.0,计算成功
2026-04-01 00:00:00,C02,7321191.992765138,41480975.115164146,-1989242.2085597143,9.25274804338262e-08,27.739040791803664,8.092598598130693e-10,42169043.542201795,0.0,计算成功
2026-04-01 00:00:00,C03,-14678388.440437853,39487384.51746583,-1710407.0302934102,-8.651346327924202e-07,-259.36083806576704,1.1448597915753022e-09,42161998.47549754,0.0,计算成功
2026-04-01 00:00:00,C04,-39528893.29584888,14465809.890122239,-2088293.8513260635,2.921173792874327e-07,87.57458716109774,1.7372078237629654e-09,42144442.48274322,0.0,计算成功
2026-04-01 00:00:00,C06,-20289044.950055607,20736110.10769863,-30560275.87041086,0.00028262625917432367,84729.22093321555,-6.242974460331104e-09,42137418.865654245,0.0,计算成功
2026-04-01 00:00:00,C07,-19517977.286908537,37129577.78193109,-2465367.9479023577,-2.196431062275166e-05,-6584.734669870231,5.475566648653709e-09,42019460.04835489,0.0,计算成功
2026-04-01 00:00:00,C08,-5378556.565814268,29957960.211395837,29350036.642874125,-0.00022178573591411193,-66489.69091903049,9.420080091464401e-09,42282773.10793716,0.0,计算成功
2026-04-01 00:00:00,C09,-5887409.228433336,21150578.738266684,-35817234.68803575,-0.00040293696378883943,-120797.46279331317,-1.2373172083285414e-08,42010509.03148511,0.0,计算成功
2026-04-01 00:00:00,C10,-17489175.146045238,37840234.32328723,4988628.99223743,-0.0008119495474105833,-243416.3505902063,2.683209880679451e-08,41983818.31316113,0.0,计算成功
2026-04-01 00:00:00,C11,11477186.449599799,23353203.381519593,-10066321.202309655,-0.0005948309503426985,-178325.83269771351,2.4946269296718306e-10,27900335.831770275,0.0,计算成功
2026-04-01 00:00:00,C12,17940853.920842048,16406909.846893951,-13707769.901701296,0.0006597548359965941,197789.52396080585,6.921569916354834e-10,27909924.50385861,0.0,计算成功
2026-04-01 00:00:00,C13,-16685551.994297048,-6119487.322405938,21503900.622286938,-0.000928947865322287,-278491.56389882136,-7.027161404716222e-10,27897553.878730476,0.0,计算成功
2026-04-01 00:00:00,C14,1068083.2235895833,-16105477.679287342,22763569.274444148,-0.00037736108554695043,-113130.00738966855,-8.602037740767956e-10,27905327.43335856,0.0,计算成功
2026-04-01 00:00:00,C19,24460266.283113,12586735.109117843,-4819121.065255328,-0.0009520484394362474,-285416.94179365673,1.7042874098092827e-09,27927664.692728642,0.0,计算成功
2026-04-01 00:00:00,C20,11359436.018769536,17391420.82234709,-18655236.55578481,-0.0009275759420098055,-278080.27163678507,1.892308312893356e-09,27919816.543752156,0.0,计算成功
2026-04-01 00:00:00,C21,10649541.487871096,-12046632.617710207,22822367.93331656,-0.0008615312552946389,-258280.5726686053,-1.8620893698544046e-09,27917639.037204474,0.0,计算成功
2026-04-01 00:00:00,C22,24757795.016563173,261145.50417625997,12903757.019418627,0.000449025094263043,134614.33671279936,-1.5742849073393525e-09,27919949.073605187,0.0,计算成功
2026-04-01 00:00:00,C23,-23775590.5536867,9544517.917896135,-11064627.484672207,-0.00046910837780626125,-140635.1536509317,6.238359681680963e-10,27907033.339933507,0.0,计算成功
2026-04-01 00:00:00,C24,1958874.1183428466,-19997148.330780573,-19369843.666298535,-0.00022046447004747061,-66093.58537719859,1.3711054001359569e-09,27909030.3097689,0.0,计算成功
2026-04-01 00:00:00,C25,-16783981.656851567,-5908575.124176276,-21514780.346809994,0.0008977935333590806,269151.73014222377,6.755457842444983e-10,27919510.62656805,0.0,计算成功
2026-04-01 00:00:00,C26,16669417.339690996,-21285862.06026258,-6866689.354738035,-0.0006219895033256492,-186467.76205219553,1.9099286738939204e-09,27894602.000885215,0.0,计算成功
2026-04-01 00:00:00,C27,-8246399.780816849,20970430.03782246,16435217.49446722,0.0006173365108513398,185072.83000126682,1.1156605377444451e-09,27890471.839083396,0.0,计算成功
2026-04-01 00:00:00,C28,-15304846.03951766,6156528.590120465,22507286.177956443,0.0005042382747018048,151166.83179053327,-8.917203987767148e-11,27905538.65580701,0.0,计算成功
2026-04-01 00:00:00,C29,15414567.292220889,17108363.939282984,-15773106.634667188,0.0005873006663096194,176068.31033799858,5.248766931055757e-10,27912289.30764989,0.0,计算成功
2026-04-01 00:00:00,C30,6077938.945341524,27225775.337093387,-116961.40770475914,0.0004233908748719195,126929.39107262317,1.1734899877460722e-09,27896198.029481973,0.0,计算成功
2026-04-01 00:00:00,C31,7454756.136934161,-21360104.915520623,-16380803.985862432,0.0008372332976828666,250996.22823179228,-3.716754195788929e-10,27931312.36240883,0.0,计算成功
2026-04-01 00:00:00,C32,-10579446.160507265,12117182.163423574,-22788514.40194019,-0.0009283752516095606,-278319.89862639864,1.3500683219849136e-09,27893855.475571994,0.0,计算成功
2026-04-01 00:00:00,C33,-24460820.432388697,-12454980.226632832,4928746.562805723,-0.0009212866060034994,-276194.77613626665,-1.8980258628058784e-10,27888184.081286978,0.0,计算成功
2026-04-01 00:00:00,C34,-5691878.25012046,-27325807.025306854,-424568.73710835166,0.0009205811447021289,275983.2841587049,-1.4323073875572347e-09,27915541.660713546,0.0,计算成功
2026-04-01 00:00:00,C35,15727436.489341164,-4633461.627806213,-22607074.89431023,-0.0003371674857100318,-101080.26929869031,1.4113801146037438e-09,27926708.729450457,0.0,计算成功
2026-04-01 00:00:00,C36,16283677.82401976,6732369.694529061,21658010.759419728,0.0002910927881710853,87267.422471883,-1.1907733648508258e-09,27920465.526839394,0.0,计算成功
2026-04-01 00:00:00,C37,-17881879.461477935,20624723.950999934,5882549.330224666,-0.0009805725919904181,-293968.26760023856,1.2139763845209268e-10,27923918.73917956,0.0,计算成功
2026-04-01 00:00:00,C38,-15911018.200697448,-15814987.470952926,16589402.123062456,0.00013575649457122803,40698.773196972106,-1.5261755655361485e-09,27901300.89601545,0.0,计算成功
2026-04-01 00:00:00,C39,23753387.613825895,-9020137.482046857,11508904.216135144,-0.0007852369109759529,-235408.1036538081,-4.0306710951460166e-10,27893389.531999465,0.0,计算成功
