epoch_time,status,satellite_count,raw_satellite_count,true_X,true_Y,true_Z,true_lat,true_lon,true_height,X,Y,Z,lat,lon,height,clock_bias,PDOP,GDOP,error_3d,iteration_count,rejected_outliers,failure_reason,elevation_mask_deg,sat_clock_correction_m,tropo_correction_m,iono_correction_m
2026-05-04 00:00:00,成功,24,24,-1335980.378283,5331834.889406,3225460.225122,30.572799999999948,104.06679999999528,500.0000004246831,-1335980.7503469314,5331835.276759142,3225459.352274656,30.572791083177123,104.0668027806265,499.9574054898694,83.49248514967334,0.61961167253752,0.6546406969720099,1.0248592643974967,2,0,,0.0,-57911.937154979096,18.321407177660216,90.5274135763576
2026-05-04 00:05:00,成功,24,24,-1335913.7116163333,5331859.889406,3225468.5584553336,30.572827795970476,104.06606258560045,511.16715635638684,-1335915.4790662548,5331861.744984012,3225468.7673790134,30.57281919030951,104.06607575570195,513.1929865991697,62.247517564269856,0.6196310244987306,0.6546633646731596,2.5711277850096046,2,0,,0.0,-57912.09509842829,18.282499091686173,90.21310330568355
2026-05-04 00:10:00,成功,24,24,-1335847.0449496668,5331884.889406,3225476.8917886666,30.57285558766617,104.0653251733649,522.3350977022201,-1335849.263594443,5331886.573183752,3225478.844259703,30.572860783267874,104.06534334107816,525.1986671844497,97.79321931153878,0.6196530001922791,0.6546885193876877,3.4014166617860795,2,0,,0.0,-57912.25314266849,18.14745222384379,89.38463147483071
2026-05-04 00:15:00,成功,24,24,-1335780.378283,5331909.889406,3225485.225122,30.57288337508707,104.06458776328888,533.5038244575262,-1335783.595086205,5331908.63955847,3225484.8068682444,30.57288210272926,104.06462345509405,532.920307639055,64.16124938686993,0.6196776188415183,0.6547161647193575,3.4763310994244048,2,0,,0.0,-57912.41128873769,18.076016181618247,88.99174801403673
2026-05-04 00:20:00,成功,24,24,-1335713.7116163333,5331934.889406,3225493.5584553336,30.572911158233214,104.06385035537265,544.6733366176486,-1335713.331696409,5331935.150755955,3225494.809447354,30.572920133414055,104.06384585191829,545.4484198968858,64.33436096989377,0.6197048756263728,0.6547462894492291,1.3332756591427573,2,0,,0.0,-57912.56953750607,18.055910792007023,88.88565961461613
2026-05-04 00:25:00,成功,24,24,-1335647.0449496668,5331959.889406,3225501.8917886666,30.572938937104613,104.06311294961641,555.8436341797933,-1335644.209088064,5331960.14678493,3225502.0190395163,30.572941941167734,104.06308362360343,555.530023869127,74.51132967270368,0.6197346777121109,0.6547787875152418,2.8503592268743545,2,0,,0.0,-57912.72788967458,18.082985139750164,89.03101621567187
2026-05-04 00:30:00,成功,24,24,-1335580.378283,5331984.889406,3225510.225122,30.572966711701312,104.06237554602042,567.0147171383724,-1335582.597122284,5331987.938708906,3225513.051284894,30.572972615373487,104.06239025826797,571.4631008775905,70.79606407779056,0.6197669110437635,0.6548135435142795,4.712609964858177,2,0,,0.0,-57912.88634577387,18.16160131332741,89.47122474371014
2026-05-04 00:35:00,成功,24,24,-1335513.7116163333,5332009.889406,3225518.5584553336,30.572994482023347,104.06163814458489,578.1865854924545,-1335512.7451131348,5332009.404608926,3225519.1194868684,30.573002073422863,104.06162959978234,577.864870429039,75.64230111619037,0.6198013499075282,0.6548503187875685,1.218159685402979,2,0,,0.0,-57912.98352638757,18.302635440966952,90.36791799342718
2026-05-04 00:40:00,成功,24,24,-1335447.0449496668,5332034.889406,3225526.8917886666,30.573022248070735,104.0609007453101,589.3592392336577,-1335448.2620030418,5332035.653875026,3225525.38118361,30.573005758973842,104.06091111532551,589.483945319429,63.32187515505205,0.619837783814312,0.6548889109563582,2.085080201398402,2,0,,0.0,-57913.140700662196,18.309697638979248,90.4759685555312
2026-05-04 00:45:00,成功,24,24,-1335380.378283,5332059.889406,3225535.225122,30.57305000984351,104.06016334819623,600.5326783601195,-1335380.6735114602,5332059.1755816,3225534.6284223045,30.57304822375349,104.06016814097578,599.6947501702234,72.11431149001729,0.6198758990393135,0.6549290041709105,0.9760920270913649,2,0,,0.0,-57913.297979404975,18.29307623882294,90.40080984648476
2026-05-04 00:50:00,成功,24,24,-1335313.7116163333,5332084.889406,3225543.5584553336,30.5730777673417,104.05942595324355,611.7069028690457,-1335313.945779579,5332083.181428441,3225541.5059830574,30.573069168686153,104.05943264586004,609.2854311140254,52.20798717939259,0.6199153527669602,0.6549702611434894,2.6804220215185977,2,0,,0.0,-57913.45536245924,18.28409368306688,90.36021495836206
2026-05-04 00:55:00,成功,24,24,-1335247.0449496668,5332109.889406,3225551.8917886666,30.57310552056535,104.05868856045227,622.8819127520546,-1335247.2134073214,5332109.864091581,3225551.6946647125,30.573103914731036,104.05869032788516,622.7957379473373,95.02150659670474,0.6199557670522454,0.6550123141404249,0.2605314846188318,2,0,,0.0,-57913.61284949686,18.282250262440474,90.3517368851052
2026-05-04 01:00:00,成功,24,24,-1335180.378283,5332134.889406,3225560.225122,30.573133269514468,104.05795116982264,634.0577080082148,-1335179.6319692156,5332134.219981185,3225562.271766948,30.573152973329357,104.05794531848943,634.3835289366543,69.63287212139375,0.619996705279093,0.655054733265445,2.2790062288234987,2,0,,0.0,-57913.77044001877,18.28747437337383,90.37500800011954
2026-05-04 01:05:00,成功,24,24,-1335122.0449496668,5332184.889406,3225576.8917886666,30.57310518634172,104.05723474834588,672.0955736860633,-1335123.0157829407,5332185.9796239175,3225577.2705927026,30.573102194505786,104.05724180458968,673.4018200291321,72.48976020685498,0.620037786623238,0.6550971685759515,1.5081726858298548,2,0,,0.0,-57913.92813335583,18.300115928690058,90.43169591352944
2026-05-04 01:10:00,成功,24,24,-1335063.7116163333,5332234.889406,3225593.5584553336,30.573077099562656,104.05651833581885,710.1341808168218,-1335061.019875938,5332233.017667094,3225594.1661803876,30.573093147414955,104.05649585733151,708.3171346457675,60.495439076106514,0.6200784663033491,0.6551390708769697,3.3343968913603232,2,0,,0.0,-57914.08592867007,18.23464014682803,89.95509356072334
2026-05-04 01:15:00,成功,24,24,-1335005.378283,5332284.889406,3225610.225122,30.573049009177524,104.05580193224165,748.1735293958336,-1335006.8285617724,5332286.0677421605,3225611.684612524,30.573053483031615,104.0558136134707,750.2032886436209,98.29059636018161,0.6201182934640791,0.6551800140038093,2.3710540301585796,2,0,,0.0,-57914.243824956,18.099081130419844,89.1481533537786
