epoch_time,sat_id,sat_X,sat_Y,sat_Z,health,elevation_deg,rho,satellite_clock_bias,satellite_clock_correction_m,ionosphere_error,troposphere_error,receiver_clock_error,noise_error,sisre_error,raw_simulated_pseudorange,corrected_pseudorange
2026-04-01 00:00:00,C19,703.4980170996757,248.97519548874854,677.5365958396084,0.0,16.582785276483328,6372407.534330989,0.0,0.0,12.41243237530317,1.0337238089413074,58.23396850216199,0.17043581774854372,0.43293619895096475,6372479.817827692,6372479.817827692
2026-04-01 00:00:00,C20,4778.835125113473,5571.753711294633,1338.6140298875446,0.0,26.667109566137267,6369343.032427501,0.0,0.0,6.919417942012513,2.8656009948062713,63.14706087696597,-0.3696864807497336,0.21366024248493795,6369415.808481076,6369415.808481076
2026-04-01 00:00:00,C21,-177.53299804869226,-853.3948491261979,493.07374519392744,0.0,-20.979951637261383,6373053.771050187,0.0,0.0,4.9092348101675,4.012850781994207,44.052081425287895,0.02616980710399448,-0.10426752583406015,6373106.667119486,6373106.667119486
2026-04-01 00:00:00,C22,698.9613613901258,-837.2940466986281,1584.3856394978957,0.0,-3.1790324316387255,6372801.656529648,0.0,0.0,14.24211438315988,5.771288488162193,39.05697916637715,0.17137626975604148,0.6887098456653167,6372861.5869978005,6372861.5869978005
2026-04-01 00:00:00,C23,-119353.77461445112,62532.18575116243,73459.38930578007,0.0,57.172035793907476,6244496.827644011,0.0,0.0,5.845167198642352,4.2823872873493425,68.85045368780217,0.6851004869016651,-0.29874005290307204,6244576.192012618,6244576.192012618
2026-04-01 00:00:00,C24,-113985.24086270081,-83372.23981889887,-127094.70462715591,0.0,-31.170692851724393,6464083.394065341,0.0,0.0,14.068181629561593,-1.6348032026135568,55.2357657523186,-0.010193209650249621,-0.1448861241579897,6464150.908130186,6464150.908130186
2026-04-01 00:00:00,C25,-297946.3530475872,9713.433586585386,-27859.239673046366,0.0,16.3454884023366,6279464.591285425,0.0,0.0,13.229201451853589,3.5660898147605233,72.8083506059686,0.33404867066872523,-0.3434268764154861,6279554.185549092,6279554.185549092
2026-04-01 00:00:00,C26,16151.477163656402,-154215.5230798489,-210653.88290066013,0.0,-60.73409082895582,6607192.169295036,0.0,0.0,9.40640274244868,3.843036159728909,57.22299848336519,-0.27660597002379395,-0.5465240187958618,6607261.8186024325,6607261.8186024325
2026-04-01 00:00:00,C28,-3171.1865847948175,4383.759195826275,1340.222958043788,0.0,70.40603817096272,6367443.734719363,0.0,0.0,11.420810639174647,2.487278474555099,52.769163409677134,0.26523582352014335,-0.4453274613545504,6367510.231880248,6367510.231880248
2026-04-01 00:00:00,C29,75106.83367521693,-10657.455217539748,-89926.99353131762,0.0,-42.91805841541874,6453822.467202435,0.0,0.0,10.0037465204001,1.9689499767210337,33.285100561034305,0.03767832183083131,0.39693366602084346,6453868.159611481,6453868.159611481
2026-04-01 00:00:00,C30,16595.884604329935,29614.68708103923,-37450.708022496,0.0,-14.488443288800386,6374451.330611549,0.0,0.0,13.126523815939564,5.532611996907242,53.87195240435199,-0.06758561332496807,-0.02832721348443311,6374523.765786939,6374523.765786939
2026-04-01 00:00:00,C32,287.62166441687924,1331.7527189896628,-771.8039953550729,0.0,20.72167912974221,6372141.054732032,0.0,0.0,10.251299804920345,4.77827760473154,77.8645606953605,0.14167066130862138,-0.012785033710648106,6372234.077755765,6372234.077755765
2026-04-01 00:00:00,C33,-4157.974448412302,-1442.0024339218867,-3979.814367125461,0.0,-16.351562182720457,6374363.207319961,0.0,0.0,9.089043867436702,2.7847070724210217,50.600910004024016,-0.21495695184869656,0.17624554423836655,6374425.643269497,6374425.643269497
2026-04-01 00:00:00,C36,184184.15780298182,55.22083369731081,19839.19663182109,0.0,-17.966748260066737,6430598.012465466,0.0,0.0,13.175031301521255,2.6166646943468077,46.98463701875018,0.09056314118698627,0.04043418869423771,6430660.91979581,6430660.91979581
