epoch_time,status,satellite_count,raw_satellite_count,spp_x,spp_y,spp_z,error_3d_before,PDOP,GDOP,clock_bias,iteration_count,failure_reason
2026-04-01 00:00:00,成功,27,27,-2267801.4014655952,5009342.3738756105,3220995.2837466756,5.462823139084911,14.985623034023096,15.03918613981239,72.9329575236659,2,
2026-04-01 00:05:00,成功,27,27,-2267773.6461438853,5009354.463458359,3220991.797745745,31.16078199730007,16.982806979820094,17.036764802100247,85.43422594680376,3,
2026-04-01 00:10:00,成功,27,27,-2267767.1399745513,5009358.695223504,3220996.189199995,37.997563751188125,12.476341888009367,12.519088789867979,79.43630096679655,2,
2026-04-01 00:15:00,成功,27,27,-2267838.7156985113,5009318.620577528,3221006.6445158715,44.72286448359784,18.36475937426546,18.412229848742196,97.46269110260614,3,
2026-04-01 00:20:00,成功,27,27,-2267711.3154036403,5009388.12673077,3220977.137417816,103.45935197071351,22.217272878418246,22.259803198517236,78.94587304307963,3,
2026-04-01 00:25:00,成功,27,27,-2267798.706103372,5009341.622916863,3221002.4445248055,3.206825401260991,16.546354648531967,16.571620411064316,88.69675095082245,3,
2026-04-01 00:30:00,成功,27,27,-2267793.5657529556,5009338.946077422,3220996.0108234864,7.643547414971123,17.783919219639113,17.801827454482474,83.78110260622829,2,
2026-04-01 00:35:00,成功,26,26,-2267788.412953364,5009343.505308683,3221002.5545470845,12.372249169431626,12.877451435786064,12.993371200862137,65.18671759990343,2,
2026-04-01 00:40:00,成功,26,26,-2267786.858490934,5009346.4479846405,3221004.3939002887,15.283393805030371,19.274669139713538,19.43152996063743,79.53456544079411,2,
2026-04-01 00:45:00,成功,26,26,-2267834.5911933477,5009323.980208812,3221008.680986833,39.096597029767736,14.653311796062223,14.765174168684558,45.89226340636269,3,
2026-04-01 00:50:00,成功,26,26,-2267777.2706858153,5009350.791106838,3220994.369816451,25.783108363630987,16.46668064609179,16.57586880468293,74.39293042266493,3,
2026-04-01 00:55:00,成功,26,26,-2267833.0278050276,5009321.601953239,3221016.968042529,41.439576455649686,15.175624834632359,15.263086593239054,78.01863102385911,3,
2026-04-01 01:00:00,成功,26,26,-2267809.7138602994,5009336.320896303,3221001.959912828,10.570531879817437,17.5642335916292,17.643570902492723,65.1736809543368,3,
