epoch_time,sat_id,sat_X,sat_Y,sat_Z,health,elevation_deg,rho,satellite_clock_bias_s,satellite_clock_correction_m,sisre_error,iono_error,tropo_error,receiver_clock_error,noise_error,simulated_pseudorange,debug_note
2026-04-01 00:00:00,C19,19497708.322036013,6900439.835033265,18778177.908231623,0.0,3.5363323009824548,26820503.26841485,-0.000955066116467573,-286321.618608328,0.43293619895096475,,,58.23396850216199,0.17043581774854372,26820575.551911555,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C20,17889925.774704244,20858275.650936384,5011201.476656358,0.0,13.923378566436025,25704620.03225725,-0.0009321976825026035,-279465.8345793591,0.21366024248493795,,,63.14706087696597,-0.3696864807497336,25704692.808310833,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C21,-4944803.740450103,-23769496.873379476,13733519.55045539,0.0,-31.98692944331086,30755501.42835712,-0.0008638400318966948,-258972.72648110852,-0.10426752583406015,,,44.052081425287895,0.02616980710399448,30755554.32442642,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C22,10137533.815444406,-12143871.150468346,22979471.94844944,0.0,-15.689213297662219,28957247.34125852,0.0004475718121027163,134178.65368178746,0.6887098456653167,,,39.05697916637715,0.17137626975604148,28957307.27172667,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C23,-21706896.23413096,11372741.849000026,13360074.670735458,0.0,48.316227610071905,22829195.795524877,-0.000472663583514426,-141700.97750887804,-0.29874005290307204,,,68.85045368780217,0.6851004869016651,22829275.159893483,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C24,-16753907.572701484,-12254312.834566372,-18680777.600566912,0.0,-38.41443087413148,31425608.72703988,-0.00020188231928964173,-60522.79672658251,-0.1448861241579897,,,55.2357657523186,-0.010193209650249621,31425676.241104726,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C25,-27783748.852395024,905785.8789129166,-2597897.6093423543,0.0,6.2600888645120065,26490797.867386702,0.0009035605960686897,270880.6520473776,-0.3434268764154861,,,72.8083506059686,0.33404867066872523,26490887.46165037,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C26,1724249.2679535418,-16463262.15758372,-22488333.40150097,0.0,-68.22707743935169,33733943.213404074,-0.0006186024649743302,-185452.35349951335,-0.5465240187958618,,,57.22299848336519,-0.27660597002379395,33734012.862711474,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C27,-6617160.300065325,26072949.115787268,-7440756.597858386,0.0,31.82309317755397,24005533.065408852,0.0006142681882605887,184152.97002984863,-0.4453274613545504,,,52.769163409677134,0.26523582352014335,24005599.56256974,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C28,-15875049.897233661,21945222.745605744,6709194.102415087,0.0,64.71649028097697,22003383.199744426,0.0005013184185256375,150291.4809304736,0.39693366602084346,,,33.285100561034305,0.03767832183083131,22003428.892153475,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C29,17820500.285316512,-2528680.473553016,-21336860.249126635,0.0,-51.513479760718106,32610582.0406258,0.000584098519569882,175108.33089601604,-0.02832721348443311,,,53.87195240435199,-0.06758561332496807,32610654.47580119,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C30,9164764.156693589,16354152.197538946,-20681446.9195465,0.0,-14.672792664552798,28822478.306628693,0.0004183335782701986,125413.25169355822,-0.012785033710648106,,,77.8645606953605,0.14167066130862138,28822571.32965243,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C32,5127133.135875392,23739774.63821164,-13758149.432201758,0.0,7.517453185144479,26340192.354298092,-0.0009315235679144135,-279263.740109992,0.17624554423836655,,,50.600910004024016,-0.21495695184869656,26340254.79024763,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C33,-19547082.97532789,-6779007.802046234,-18709533.361925427,0.0,-28.05118888528312,30306551.397049263,-0.0009237968020976526,-276947.31399339484,0.04043418869423771,,,46.98463701875018,0.09056314118698627,30306614.304379605,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C34,-8909762.129850313,-16713531.387885612,20479428.852224447,0.0,-11.976457370630673,28528094.375830263,0.000915704464539945,274521.29222600395,1.333887129128041,,,55.65264278391179,-0.12427575622977523,28528159.59597366,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C35,15849103.504876323,-21417447.912543796,-8382030.37486957,0.0,-76.01899562132643,34076790.134338014,-0.0003281153203204373,-98366.49838632124,-0.3753853218298573,,,35.288629116107636,0.08241415021901306,34076838.5353561,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C36,27739241.409160882,8316.58952114312,2987902.278341266,0.0,-28.900835960479185,30421819.535180602,0.0002923250842235614,87636.8555344385,-0.38115184770586163,,,63.0917368825049,-0.22607145073064905,30421896.996038917,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C37,-3456525.0124646127,16408276.8869005,22313540.80145574,0.0,58.889899641302144,22268227.220909435,-0.000954690556942897,-286209.02869530005,-0.5592682254749137,,,32.98663124235043,0.044544180961472966,22268270.641608544,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C38,-6781929.454363521,12831920.486139575,-23777032.543864924,0.0,-12.109208940073323,28468647.51674153,0.00028162631802799087,84429.44611910109,-0.036597972653554287,,,58.41220409265865,0.1365095677820669,28468720.681880493,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C39,-16199487.44457379,19062923.007753875,12256223.383338507,0.0,70.98465640450704,21753858.78403991,-2.1639425593770845e-05,-6487.336588464671,-0.5968885777797188,,,49.116761404434875,0.6112026515890906,21753925.084442645,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C40,-8080527.376098337,24893553.689855687,10004883.81851692,0.0,75.60261892976504,21798872.29367205,-0.00021994423210535197,-65937.62196578598,0.6230823243794333,,,45.909833011776975,-0.7439225035906036,21798935.135579024,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C41,-10978543.809682438,11075745.918520967,-23089998.103626426,0.0,-11.199065453786766,28371587.190272253,-0.0009394175688527261,-281630.302054743,0.3778493676572703,,,55.662675453342345,0.014289642143465599,28371662.30205835,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C42,-16913455.830605194,-22003477.262121223,-2591619.74443202,0.0,-37.29110786851354,31272577.115400247,-0.0008975614586190819,-269082.1558854798,-0.06066024703782337,,,71.36302150967097,-0.2781559781030837,31272667.688715488,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C43,-18163767.51883478,4016396.5407275455,20776015.963365078,0.0,35.5613376535552,23703297.356004395,0.0001352180426371997,40537.3493681549,0.28887694425297084,,,35.65922735091618,-0.33772992270401614,23703347.030933507,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C44,5544849.628831907,-26370677.02901226,7285274.500296613,0.0,-51.01696357071297,32592350.17880343,0.0008424910899976647,252572.4747134991,0.7701859149043965,,,76.7161073758607,0.00875100647343678,32592444.359885097,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C45,22158989.664222132,-10886155.281960145,-12993433.183280485,0.0,-61.78394962921846,33350302.352662917,-0.0007736497045140168,-231934.34654723082,-1.2513020408980806,,,65.86255985561067,0.21496699803273664,33350377.23284141,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C46,17613230.942583606,11763813.77829538,18136776.174297567,0.0,13.046860891419138,25755750.54707957,-0.0003632678603245643,-108904.96475910181,-0.7425820223094762,,,55.67889762910264,-0.02978754202341737,25755818.551303733,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C47,15027387.127948107,6095630.339269756,-22710350.966790497,0.0,-36.29953456754048,31188755.78561606,-0.0005819174826219414,-174454.4724684041,-0.2645182477845796,,,83.68124016319783,-0.15885700886019563,31188855.688289843,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C48,20119172.85799562,15784267.9769897,11197778.300750833,0.0,10.051225648070655,26094149.127980344,0.0006628840191923852,198727.62948260433,-0.20992183603403863,,,35.53312606954662,0.13892822949367142,26094196.835044947,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C49,-18766430.54691055,13641335.18982816,15486058.420750365,0.0,57.78822582095004,22296811.631824985,-0.0009376773883065812,-281108.60905145045,-1.0858328296180766,,,65.18167967488584,-0.33962467502472954,22296889.77358515,模拟伪距调试记录，不参与SPP解算
2026-04-01 00:00:00,C50,-11830361.315555826,-24530999.755548384,6049282.047048665,0.0,-36.04719823835775,31178092.16620951,-0.0003822574030218216,-114597.88644060852,0.027727424389885284,,,75.52373366467772,0.2626725487689571,31178184.923537083,模拟伪距调试记录，不参与SPP解算
