epoch_time,status,satellite_count,raw_satellite_count,true_X,true_Y,true_Z,true_lat,true_lon,true_height,X,Y,Z,lat,lon,height,clock_bias,PDOP,GDOP,error_3d,iteration_count,rejected_outliers,failure_reason,elevation_mask_deg,sat_clock_correction_m,tropo_correction_m,iono_correction_m
2026-05-03 00:00:00,成功,24,24,-1711256.263983,4986864.076811,3578022.872551,34.341600000001876,108.93979999999561,399.99999994412065,-1711255.0502212541,4986865.300471503,3578021.307081799,34.34158446597673,108.93978320763792,399.7472557388246,82.29152759145042,0.6199605213281322,0.6549374886557329,2.3283591698161374,2,0,,0.0,-57866.73537673295,18.29308642082299,90.4046541278717
2026-05-03 00:05:00,成功,24,24,-1711106.263983,4986924.076811,3578052.872551,34.341782261539876,108.93804652443133,423.5853761648759,-1711105.7874998003,4986921.388726633,3578053.461614001,34.34180036171079,108.9380511073308,421.6906245769933,85.12636586739498,0.619987765831664,0.6549636771240629,2.7928173984873235,2,0,,0.0,-57866.89116655583,18.331303402706396,90.57767406203256
2026-05-03 00:10:00,成功,24,24,-1710956.263983,4986984.076811,3578082.872551,34.3419644966092,108.93629305423515,447.1748939761892,-1710956.4976468855,4986984.071020694,3578083.0066479417,34.341965136929005,108.93629547651877,447.30862990766764,70.72964631619821,0.6200128715141645,0.6549882004031641,0.2694704597456182,2,0,,0.0,-57867.047042768674,18.22682879385248,89.82949922021335
2026-05-03 00:15:00,成功,24,24,-1710806.263983,4987044.076811,3578112.872551,34.342146705209636,108.93453958941035,470.7685533147305,-1710806.1564549247,4987044.108850202,3578114.4128371375,34.34215819261392,108.93453837112486,471.6336939977482,80.27493731802144,0.6200355155744793,0.6550107708697092,1.544367243263569,2,0,,0.0,-57867.20300292728,18.14851052175987,89.355443010353
2026-05-03 00:20:00,成功,24,24,-1710656.263983,4987104.076811,3578142.872551,34.34232888734138,108.93278612996016,494.3663541395217,-1710655.3032097814,4987103.930081511,3578141.214144679,34.34231883516927,108.93277677122514,493.05879891384393,67.49738459154746,0.6200554383494772,0.6550311603390581,1.9222190945699098,2,0,,0.0,-57867.35904444976,18.132469665945255,89.25535984954479
2026-05-03 00:25:00,成功,24,24,-1710506.263983,4987164.076811,3578172.872551,34.34251104300449,108.93103267588788,517.9682964095846,-1710508.5302741951,4987163.037245201,3578170.7195296045,34.342496280168454,108.93105963718423,516.5488569233567,47.9003926811326,0.6200724583421998,0.6550492161212521,3.2942789743922694,2,0,,0.0,-57867.51516462071,18.173539172158993,89.47209951458935
2026-05-03 00:30:00,成功,24,24,-1710356.263983,4987224.076811,3578202.872551,34.34269317219901,108.9292792271967,541.5743800764903,-1710355.801085757,4987222.8234262075,3578203.0340416124,34.34270116675297,108.92927888743831,540.5625711763278,63.795440872592025,0.6200864485454967,0.6550648292946691,1.3458553090203158,3,0,,0.0,-57867.671360595676,18.27668204737688,90.06658909701605
2026-05-03 00:35:00,成功,24,24,-1710206.263983,4987284.076811,3578232.872551,34.34287527492503,108.92752578388996,565.1846050946042,-1710206.6070464987,4987282.567013478,3578232.8730512355,34.34288197525549,108.92753463250158,564.097568997182,89.0122951523182,0.6200973609759372,0.6550779637854545,1.5482833627447283,2,0,,0.0,-57867.83232498021,18.392176286549066,90.84746389324346
2026-05-03 00:40:00,成功,24,24,-1710056.263983,4987344.076811,3578262.872551,34.34305735118257,108.92577234597087,588.7989714182913,-1710057.4613966334,4987342.489678201,3578265.4281061045,34.34308203079726,108.92579024917129,589.3217382086441,78.22281008826401,0.6201052314220982,0.655088660873005,3.2378467876693082,2,0,,0.0,-57867.98874108627,18.37944549410965,90.78811702929256
2026-05-03 00:45:00,成功,24,24,-1709906.263983,4987404.076811,3578292.872551,34.343239400971704,108.92401891344271,612.4174790000543,-1709906.365677792,4987405.256848421,3578289.106378658,34.34320552687801,108.92401579995324,611.2416901290417,83.5125005200617,0.6201101593678254,0.6550970145849233,3.9480228286782157,2,0,,0.0,-57868.14522362747,18.379461986778207,90.78775427752318
2026-05-03 00:50:00,成功,24,24,-1709756.263983,4987464.076811,3578322.872551,34.34342142429251,108.92226548630873,636.0401277942583,-1709756.9517514124,4987462.172408355,3578323.244451394,34.34343221894631,108.92227926770003,634.9466521963477,83.06628000940373,0.6201123422499675,0.6551032147106857,2.0586609054476606,2,0,,0.0,-57868.30176929015,18.39236220807933,90.84696553084154
2026-05-03 00:55:00,成功,24,24,-1709606.263983,4987524.076811,3578352.872551,34.343603421145026,108.9205120645722,659.6669177561998,-1709607.5696820857,4987524.742416952,3578351.6728060595,34.34358913721801,108.92052314169737,659.8595256935805,67.44241893367686,0.6201120407763623,0.6551075041005584,1.8940087930881295,2,0,,0.0,-57868.45837465703,18.419605771093355,90.97329271800105
2026-05-03 01:00:00,成功,24,24,-1709456.263983,4987584.076811,3578382.872551,34.3437853915293,108.91875864823635,683.2978488374501,-1709457.445619883,4987584.441569532,3578383.094336328,34.343783339231585,108.91876951033787,684.0241992250085,80.93978382919074,0.6201095767393535,0.6551101785079598,1.2563849894959274,2,0,,0.0,-57868.615036212694,18.464371876235248,91.18379040462598
2026-05-03 01:05:00,成功,24,24,-1709306.263983,4987644.076811,3578412.872551,34.34396733544543,108.91700523730448,706.9329209951684,-1709308.6012431085,4987644.78084932,3578411.3919063397,34.34394907583133,108.91702678429516,707.2731413086876,76.68411253744712,0.6201053366163367,0.655111592936451,2.8549541820258306,2,0,,0.0,-57868.77175034932,18.532473382576395,91.51167005848998
2026-05-03 01:10:00,成功,24,24,-1709156.263983,4987704.076811,3578442.872551,34.344149252893445,108.91525183177981,730.5721341809258,-1709154.87993114,4987703.352040551,3578445.135632733,34.34417186369748,108.915240156588,730.9123306050897,60.755995075641124,0.6200997566574689,0.6551121463726056,2.7499873970669824,2,0,,0.0,-57868.92851337261,18.50240674814519,91.1781320772141
2026-05-03 01:15:00,成功,24,24,-1709006.263983,4987764.076811,3578472.872551,34.344331143873404,108.91349843166564,754.2154883481562,-1709006.2601014767,4987763.776619633,3578469.3797142813,34.344306599648455,108.9134994491719,752.0094391135499,66.00818829637868,0.6200933040922664,0.6551122613880721,3.505715086549429,2,0,,0.0,-57869.085321507846,18.50104780715218,91.17141816775359
2026-05-03 01:20:00,成功,24,24,-1708856.263983,4987824.076811,3578502.872551,34.34451300838539,108.9117450369652,777.8629834530875,-1708856.5517932598,4987824.969219784,3578501.55805558,34.34449845806955,108.91174485259654,777.8954593241215,78.47657480206742,0.6200864892911017,0.6551124037484702,1.6146598383690796,2,0,,0.0,-57869.24217090592,18.526123303137158,91.4890259602243
2026-05-03 01:25:00,成功,24,24,-1708706.263983,4987884.076811,3578532.872551,34.34469484642945,108.90999164768175,801.5146194454283,-1708704.863167433,4987884.240064734,3578532.5582324006,34.34469403042129,108.90997667162067,801.0899751838297,83.93779848502804,0.6200798021790419,0.6551130063521255,1.4448986872668896,2,0,,0.0,-57869.39905764977,18.44486413010817,91.10078477365607
2026-05-03 01:30:00,成功,24,24,-1708556.263983,4987944.076811,3578562.872551,34.34487665800564,108.90823826381857,825.1703962832689,-1708555.0512787255,4987945.453817438,3578564.9107906744,34.34488720076798,108.90822094736411,827.0714329825714,67.35123875640026,0.6200737579735836,0.655114531262695,2.742484158347835,2,0,,0.0,-57869.55597776063,18.38512639810453,90.82232502494809
2026-05-03 01:35:00,成功,24,24,-1708406.263983,4988004.076811,3578592.872551,34.34505844311405,108.9064848853789,848.8303139191121,-1708407.225062827,4988004.214001927,3578591.645197886,34.34504706537188,108.90649428288155,848.5021526673809,68.86901058654632,0.6200688248896195,0.6551173833623938,1.5648934312641032,2,0,,0.0,-57869.676750946564,18.340787766161466,90.61872113655812
